State,County,Domain Category,Value
VIRGINIA,CAMPBELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,CAMPBELL,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
VIRGINIA,CAMPBELL,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,CUMBERLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,CUMBERLAND,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,CUMBERLAND,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,GOOCHLAND,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
VIRGINIA,GOOCHLAND,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
VIRGINIA,GREENE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
VIRGINIA,GREENE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,GREENE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),4
VIRGINIA,HANOVER,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,HANOVER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,LOUISA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
VIRGINIA,NELSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,ORANGE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,ORANGE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
VIRGINIA,ORANGE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,POWHATAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,POWHATAN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,PRINCE EDWARD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,PRINCE EDWARD,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,SPOTSYLVANIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
VIRGINIA,CHARLES CITY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,ESSEX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,GLOUCESTER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,JAMES CITY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
VIRGINIA,KING AND QUEEN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,KING AND QUEEN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,KING WILLIAM,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,NEW KENT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,NORTHUMBERLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,RICHMOND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,WESTMORELAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,CLARKE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,CLARKE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,CULPEPER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
VIRGINIA,CULPEPER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,FAIRFAX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,FAUQUIER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
VIRGINIA,FAUQUIER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
VIRGINIA,FAUQUIER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
VIRGINIA,FAUQUIER,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,FAUQUIER,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
VIRGINIA,FREDERICK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,FREDERICK,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,FREDERICK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,LOUDOUN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
VIRGINIA,LOUDOUN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),5
VIRGINIA,LOUDOUN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,LOUDOUN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,MADISON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,MADISON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,MADISON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
VIRGINIA,PAGE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
VIRGINIA,PAGE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,PRINCE WILLIAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,RAPPAHANNOCK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,RAPPAHANNOCK,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
VIRGINIA,RAPPAHANNOCK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),16
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (10 TO 19 HEAD),4
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (100 TO 199 HEAD),65
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (200 TO 499 HEAD),9
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (50 TO 99 HEAD),42
VIRGINIA,ROCKINGHAM,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
VIRGINIA,SHENANDOAH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),16
VIRGINIA,SHENANDOAH,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,SHENANDOAH,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
VIRGINIA,SHENANDOAH,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,SHENANDOAH,INVENTORY OF MILK COWS: (50 TO 99 HEAD),5
VIRGINIA,STAFFORD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,WARREN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,BRUNSWICK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,BRUNSWICK,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,CHESAPEAKE CITY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,DINWIDDIE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,DINWIDDIE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,ISLE OF WIGHT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,MECKLENBURG,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,MECKLENBURG,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,SOUTHAMPTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,SUFFOLK CITY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,CHARLOTTE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,CHARLOTTE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
VIRGINIA,CHARLOTTE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),17
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),7
VIRGINIA,FRANKLIN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),5
VIRGINIA,HALIFAX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
VIRGINIA,HALIFAX,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,HALIFAX,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
VIRGINIA,HENRY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,HENRY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,LUNENBURG,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
VIRGINIA,NOTTOWAY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,NOTTOWAY,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,PATRICK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
VIRGINIA,PATRICK,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
VIRGINIA,PATRICK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,PITTSYLVANIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
VIRGINIA,PITTSYLVANIA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,PITTSYLVANIA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,PITTSYLVANIA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
VIRGINIA,BLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,BUCHANAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,CARROLL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,DICKENSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,FLOYD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
VIRGINIA,FLOYD,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
VIRGINIA,FLOYD,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,FLOYD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,GILES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
VIRGINIA,GRAYSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,GRAYSON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,GRAYSON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
VIRGINIA,GRAYSON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,GRAYSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,LEE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
VIRGINIA,LEE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,MONTGOMERY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,MONTGOMERY,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
VIRGINIA,MONTGOMERY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,MONTGOMERY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,MONTGOMERY,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
VIRGINIA,PULASKI,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
VIRGINIA,PULASKI,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,PULASKI,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
VIRGINIA,RUSSELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
VIRGINIA,SCOTT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
VIRGINIA,SCOTT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,SCOTT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
VIRGINIA,SMYTH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
VIRGINIA,SMYTH,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
VIRGINIA,SMYTH,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
VIRGINIA,TAZEWELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
VIRGINIA,TAZEWELL,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,TAZEWELL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
VIRGINIA,WASHINGTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,WYTHE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
VIRGINIA,AUGUSTA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
VIRGINIA,AUGUSTA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),17
VIRGINIA,AUGUSTA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),6
VIRGINIA,AUGUSTA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,AUGUSTA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
VIRGINIA,BATH,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,BATH,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
VIRGINIA,BOTETOURT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
VIRGINIA,BOTETOURT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
VIRGINIA,BOTETOURT,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
VIRGINIA,BOTETOURT,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
VIRGINIA,CRAIG,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
VIRGINIA,CRAIG,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
VIRGINIA,HIGHLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
VIRGINIA,ROCKBRIDGE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),15
VIRGINIA,ROCKBRIDGE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
VIRGINIA,ROCKBRIDGE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
VIRGINIA,ROCKBRIDGE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
WASHINGTON,BENTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
WASHINGTON,BENTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),5
WASHINGTON,CHELAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,KITTITAS,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
WASHINGTON,KLICKITAT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WASHINGTON,KLICKITAT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
WASHINGTON,KLICKITAT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,KLICKITAT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
WASHINGTON,OKANOGAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
WASHINGTON,OKANOGAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,YAKIMA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),25
WASHINGTON,YAKIMA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),9
WASHINGTON,YAKIMA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
WASHINGTON,YAKIMA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),32
WASHINGTON,ADAMS,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
WASHINGTON,DOUGLAS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WASHINGTON,FRANKLIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,FRANKLIN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
WASHINGTON,FRANKLIN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),8
WASHINGTON,GRANT,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WASHINGTON,GRANT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,GRANT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),15
WASHINGTON,FERRY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
WASHINGTON,PEND OREILLE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WASHINGTON,SPOKANE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),12
WASHINGTON,SPOKANE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,STEVENS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
WASHINGTON,STEVENS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,STEVENS,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,STEVENS,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
WASHINGTON,COLUMBIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,WALLA WALLA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
WASHINGTON,WHITMAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,WHITMAN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WASHINGTON,CLALLAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,CLALLAM,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
WASHINGTON,CLARK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
WASHINGTON,CLARK,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
WASHINGTON,CLARK,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
WASHINGTON,GRAYS HARBOR,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WASHINGTON,GRAYS HARBOR,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WASHINGTON,GRAYS HARBOR,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,GRAYS HARBOR,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
WASHINGTON,GRAYS HARBOR,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
WASHINGTON,ISLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,ISLAND,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
WASHINGTON,KING,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
WASHINGTON,KING,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
WASHINGTON,KING,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WASHINGTON,KING,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,KING,INVENTORY OF MILK COWS: (200 TO 499 HEAD),5
WASHINGTON,KING,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
WASHINGTON,KITSAP,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),20
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),8
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
WASHINGTON,LEWIS,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
WASHINGTON,MASON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,PACIFIC,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WASHINGTON,PACIFIC,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WASHINGTON,PACIFIC,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,PACIFIC,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
WASHINGTON,PACIFIC,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
WASHINGTON,PIERCE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
WASHINGTON,PIERCE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
WASHINGTON,SAN JUAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
WASHINGTON,SKAGIT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),7
WASHINGTON,SKAMANIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,SNOHOMISH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
WASHINGTON,SNOHOMISH,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,SNOHOMISH,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
WASHINGTON,SNOHOMISH,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
WASHINGTON,SNOHOMISH,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
WASHINGTON,THURSTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
WASHINGTON,THURSTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
WASHINGTON,THURSTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WASHINGTON,THURSTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WASHINGTON,THURSTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
WASHINGTON,WAHKIAKUM,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
WASHINGTON,WAHKIAKUM,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
WASHINGTON,WHATCOM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
WASHINGTON,WHATCOM,INVENTORY OF MILK COWS: (100 TO 199 HEAD),11
WASHINGTON,WHATCOM,INVENTORY OF MILK COWS: (200 TO 499 HEAD),14
WASHINGTON,WHATCOM,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
WASHINGTON,WHATCOM,INVENTORY OF MILK COWS: (500 OR MORE HEAD),26
WEST VIRGINIA,BERKELEY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WEST VIRGINIA,BERKELEY,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
WEST VIRGINIA,BERKELEY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WEST VIRGINIA,BERKELEY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
WEST VIRGINIA,GRANT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WEST VIRGINIA,GRANT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
WEST VIRGINIA,GREENBRIER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
WEST VIRGINIA,GREENBRIER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WEST VIRGINIA,GREENBRIER,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
WEST VIRGINIA,GREENBRIER,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
WEST VIRGINIA,HAMPSHIRE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WEST VIRGINIA,HAMPSHIRE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WEST VIRGINIA,HARDY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WEST VIRGINIA,HARDY,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
WEST VIRGINIA,JEFFERSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
WEST VIRGINIA,JEFFERSON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
WEST VIRGINIA,JEFFERSON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WEST VIRGINIA,JEFFERSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
WEST VIRGINIA,MINERAL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WEST VIRGINIA,MINERAL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
WEST VIRGINIA,MONROE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),12
WEST VIRGINIA,MONROE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
WEST VIRGINIA,MONROE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),5
WEST VIRGINIA,MORGAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WEST VIRGINIA,PENDLETON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WEST VIRGINIA,POCAHONTAS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WEST VIRGINIA,RANDOLPH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
WEST VIRGINIA,RANDOLPH,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WEST VIRGINIA,SUMMERS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
WEST VIRGINIA,TUCKER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
WEST VIRGINIA,BARBOUR,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
WEST VIRGINIA,BROOKE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
WEST VIRGINIA,BROOKE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
WEST VIRGINIA,DODDRIDGE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
WEST VIRGINIA,HARRISON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WEST VIRGINIA,HARRISON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
WEST VIRGINIA,HARRISON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
WEST VIRGINIA,LEWIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
WEST VIRGINIA,MARION,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
WEST VIRGINIA,MARSHALL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
